18788;472683;"paindata;questionnair;r;questionnair;medicin gener;chronic pain;paindata;chronic pain;registri;registri"
47175;566028;"interperson trust;work engag;safeti perform;leadermemb exchang differenti;bf;industri psycholog;hf;neg emot;psycholog"
31813;850615;"coval organ framework;cn crosscoupl;catalysi;acridin;photoredox"
33570;429061;"covid;arizona;pandem;coronaviru infect;pneumonia viral;public polici;incid;human"
56281;900654;"environment conflict;anthropocen;conserv;qh;farm;anthropolog;agro pontino;ecolog"
39783;157627;"covid;infecti parasit diseas;kidney damag;covid;liver damag;predictor diseas sever;rc"
32588;968615;"waisttoheight ratio;blood pressur;adult;japan;waistheight ratio;diabet;ideal bodi weight;middl age;nutrit diseas defici diseas;public aspect medicin;normal weight central obes;femal;cardiovascular diseas;rc;ra;bodi mass index;crosssect studi;dyslipidemia;risk factor;hypertens;logist model;obes abdomin;bodi mass index;male;cardiovascular diseas;dyslipidemia;triglycerid;human"
4951;184346;"multiscal percol;k;lipschitz surfac;mathpr;spread infect;g"
1057;211662;"microbiom;microbi ecolog;microbiolog;life scienc;network;antibacteri agent;citru;water qualitywat pollut;plant diseas;geoecologynatur process;tree;biomed life scienc;penicillin;bacteria;rrna;plant root;microbiota;ecolog;huanglongb;natur conserv;antibiot"
33037;881938;"infecti parasit diseas;antibodi;crossreact;serolog diagnosi;serolog diagnosi;mosquitoborn flavivirus;rc"
47590;596799;"heavili treatment experienc;organophosph;rm;human immunodefici viru;therapeut pharmacolog;hiv infect;hiv;drug resist;attach inhibitor;heavilytreat experienc;fostemsavir;antihiv agent;human;piperazin"
15251;717941;"serolog;hepat b;viral hepat;cirrhosi;vaccin"
40515;940676;"basilar membran;reproduc result;finit element analysi;ear ossicl;motion;cochlea;round window ear;ear diseas;model biolog;human;viscos;elast"
49306;873384;"brazil;medicin;student nurs;educ nurs;public polici;scienc;retrospect studi;human"
51062;321937;"neoplasm tumor oncolog includ cancer carcinogen;rc;epithelialmesenchym transit;epithelialtomesenchym transit;endometri carcinoma;prognosi;syncytin"
15621;536780;"covid;inflamm;covid;r;medicin gener;hematolog profil;lymphocyt;nlr;nlr"
5968;423316;"lung develop;pulmonari alveoli;lineag fate;cell differenti;cell lineag;alveolar epithelium;mice;lung;femal;situ hybrid fluoresc;pregnanc;anim;transcriptom;singlecel rna sequenc"
18267;963591;"scapula;medicin;mandibl;scienc;bone neoplasm;mandibular reconstruct;network metaanalysi;human;free tissu flap"
52550;417045;"biodivers monitor;scienc survey design;citizen scienc;citizen;speci distribut"
19910;287583;"r;medicin gener;chronic pain;pediatr;skin biopsi;small fiber neuropathi"
1649;853394;"bird diseas;ascaridoidea;male;interlabi morpholog;río la plata;ascaridida infect;contracaecina;atlant ocean;caudal papilla;microscopi electron scan;anisakida;sibl speci;argentina;femal;anim;spheniscida;península valdé"
14093;658772;"antimicrobi;plant;microbiolog;life scienc;antibacteri agent;biomedicin gener;life scienc gener;cell biolog;plant scienc;phytochem;biomed life scienc;bioactiv;biofilm;bacteria;biofilm;microbi sensit test;antibiofilm;hostpathogen interact;human;zoolog"
49131;610508;"gener estim equat;longitudin imag;magnet reson imag;multidimension array;tensor regress;low rank tensor decomposit"
6326;699135;"energygener resourc;wood;forest;world war;fossil fuel"
12065;760470;"seed;montana;divers;invas;invas;biodivers;commun assembl;product;resourc avail;argentina;plant;fluctuat resourc hypothesi;ecosystem;resili"
31753;905220;"malaria;pregnant women;rg;ethiopia;gynecolog obstetr;miesso woreda;miesso woreda;insecticidetr net;ethiopia"
41807;536135;"culex;coagulationfloccul;aluminum oxychlorid;water;pacl;floccul;integr vector manag ivm;mosquito control;mosquito;larva;larval sourc manag lsm;water purif;vector control;aluminum hydroxid;anim;culex pipien pallen;aluminum oxid"
3140;158675;"epistem access;capabl;adequ fund;educ;critic reason;higher educ;decolon"
13738;72987;"csni;network perform evalu;network protocol;network measur;domain;ripe atla;transport protocol;transmiss control protocol;dn tcp;network"
28153;772843;"sdg;male;sexism;women;telemedicin;sex factor;digit health;ehealth;account;health equiti;health system;health equiti;gender;femal;human;develop countri;mhealth"
39456;635905;"adhfe;colorect cancer;hyperthyl;prolifer;cell cycl;neoplasm tumor oncolog includ cancer carcinogen;rc;hypermethyl"
45426;191941;"antibacteri agent;drug carrier;drug deliveri system;rm;pathogen;therapeut pharmacolog;bacteri infect;drug resist multipl bacteri;nanoparticl;gold;bacteria;polym;resist;target;recombin;human;chitosan;antibiot"
46085;282275;"occup;larg system;physicsinsdet;rate;anod;pattern;capacit coupl;spatial resolut;electron channel count;microchannelpl photomultipli mcppmt"
6175;549103;"comorbid;rna viral;coronaviru infect;blood pressur;adult;covid;middl age;femal;insur coverag;thailand;young adult;medicin;blood cell count;risk factor;human;logist model;sarscov;male;pandem;pneumonia viral;scienc;retrospect studi;revers transcriptas polymeras chain reaction;betacoronaviru;odd ratio"
29881;818829;"biolog product;lecithin;medicin;ligand;myeloid cell leukemia sequenc protein;breast neoplasm;molecular dock simul;cell line tumor;molecular dynam simul;scienc;femal;human;hesperidin"
57669;385398;"afford hous;hous assist;latinoa;asian;social scienc;fair hous;asian;latinoa"
444;655460;"crosssect studi;male;medicin;obes;china;risk factor;bodi weight measur;cognit dysfunct;scienc;femal;age;human"
51855;903331;"healthcar dispar;black african american;socioeconom factor;head neck neoplasm;human;squamou cell carcinoma head neck"
29836;620205;"infant prematur;male;infant;differenti;cortic microstructur;human;dki;matur;anisotropi;diffus tensor imag;femal;brain;infant newborn;brain develop"
4477;810775;"crosssect studi;referr consult;child;diabet ketoacidosi;diabet mellitu type;adolesc;retrospect studi;human;pointofcar test"
56449;149704;"tob;colorect cancer;mir p;neoplasm tumor oncolog includ cancer carcinogen;rc;radiosensit;mir p;tob;migrat invas"
25465;13248;"buzz pollin;fluoresc powder;pollen transfer;sc;bee;life scienc;conflict;flower;pollen;pediculari;anim;plant scienc;hydrologywat resourc;pollin;bee groom;bombu friseanu;ecolog;safe site;pollen placement;mutual"
28096;158381;"nfκb;nrf;dysidea arenaria;dysiarenon;ho"
35187;969796;"vaccin;covid;male;brachial plexu neuriti;adult;covid vaccin;shoulder pain;human"
13964;565701;"thorac surgeri;lung cancer screen;middl age;lowdos comput tomographi;predict valu test;tomographi xray comput;lung cancer;femal;age;prognosi;reproduc result;program evalu;lung neoplasm;radiat dosag;male;diagnost error;earli detect cancer;unnecessari procedur;retrospect studi;human"
50177;630294;"intersystem cross;solvat;ultrafast;diplatinum complex;vibrat coher"
50728;932000;"new cours;educ measur;pharmacogenet;pharmacogenet;curriculum;concept integr;educ pharmaci;critic think;pharmacogenom;human;student pharmaci"
19678;673413;"treatment outcom;coronari stenosi;coronari vessel;reproduc result;coronari arteri diseas;fraction flow reserv;coronari bifurc;stent;optic pressur guidewir;branch;coronari angiographi;fraction flow reserv myocardi;human;percutan coronari intervent"
51287;376305;"hemiterpen;receptor antigen tcell gammadelta;alpaca;mice inbr balb c;antibodi monoclon;femal;tcell receptor vdelta human;lymphocyt activ;anim;butyrophilin;isopentenyl pyrophosph;camelid new world;butyrophilin;vγ vδ t cell;tlymphocyt subset;vicugna paco;male;hek cell;crisprca system;mice;organophosphoru compound;tcell receptor vgamma human;phosphoantigen;human;protein bind"
30774;620667;"ginkgol acid;ginkgo biloba extract;kinet;glucuronosyltransferas;salicyl;liver microsom;plant extract;ginkgo biloba;cytochrom p cyp a;ginkgol acid;rat;anim;microsom liver;udpglucuronosyltransferas a;cell cultur;cytochrom p cyp a;ugt a protein human;recombin enzym;cytotox;liver;rat spraguedawley;hepatotox;human;hepatocyt"
18631;972776;"highlatitud habitat;dive capabl;behavior;ontogeni;evolut;echoloc;behavior scienc;life scienc;social brain;sperm whale;forag behavior;anim ecolog;suckl behavior;sound product;biomed life scienc;coda;physetermacrocephalu;size;tooth whale;visual observ behavior;zoolog"
57255;603228;"epitop;alzheim diseas;protein conform;protein aggreg;amyloid;amyloid betapeptid;protein design;hippocampu;alzheim diseas;mice;protein aggreg;caenorhabd elegan;singledomain antibodi;antibodi;diseas model anim;antibodi specif;anim;protein bind"
48020;240406;"floral evolut;flower;bird;morphospac;plant physiolog phenomena;plant;vertebr;biolog evolut;pollin;buzzpollin;adapt physiolog;bee;vertebr pollin;anim;pollin shift"
32323;583848;"xray microtomographi;adhes;late pleistocen;risk mitig;haft;human;tool use behavior;netherland;adhes;birch bark tar;archaeolog;anim;technolog;neanderth"
51401;376621;"australia;geographi;allel;model genet;likelihood function;dna plant;biolog evolut;speciat;sympatri;genet speciat;gene flow;gene frequenc;arecacea;speci specif;sympatri;ddrad;polymorph singl nucleotid;coalesc"
27942;746106;"uptak;miner;membran transport protein;signal transduct;transport polar;element;biolog transport;plant;root;sens;miner nutrient"
56614;781791;"incent;health servic;corrupt;famili marriag woman;preval;famili plan servic;femal;pregnanc;intrins motiv;qualiti care;briberi;inform fee payment;coercion;kenya;healthcar provid;hq;kenya;commun empower;univers health insur;human;rc;diseas genitourinari urolog"
7306;232874;"stomach neoplasm;gene express regul neoplast;neoplasm invas;male;middl age;rm;rna long noncod;cell movement;cell line tumor;therapeut pharmacolog;adult;chrf long noncod rna human;femal;age;human;epithelialmesenchym transit"
35145;174514;"protein serinethreonin kinas;diseas model anim;caenorhabd elegan protein;tbk;htt protein human;reduc aggreg;tbk protein human;rat;anim;phosphoryl;htt protein rat;molecular biolog diseas;huntington diseas;protein aggreg;mutat;huntington diseas;huntingtin phosphoryl;hek cell;neurosci;autophagi;caenorhabd elegan;human;huntingtin protein"
58880;123468;"soil scienc conserv;zea may maiz vicia faba faba bean phosphoru placement situ xray ct soil solut root growth dimens d;biomed life scienc;plant physiolog;plant scienc;life scienc;ecolog"
