5;diabet drug metformin recent shown possess anti canc properti use chemotherapeut drug howev detail mechan metformin improv cancer treatment poorli understood provid evid hepg hepatocellular carcinoma cell metformin sensit cisplatin resist hepg cell hepg ddp increas cellular glycolysi suppress nrf depend transcript metformin increas glucos uptak enhanc glucos metabol glycolyt pathway result elev concentr intracellular nadph lactat consist high glucos medium suppress nrf depend transcript sensit hepg ddp cell cisplatin elev glycolysi requir metformin regul nrf depend transcript cisplatin sensit inhibit glycolysi deoxy d glucos dg significantli mitig benefici effect metformin togeth studi reveal import biolog process gene transcript program underli benefici effect metformin reduc chemo resist hepg cell provid new inform improv chemotherapi liver cancer
7;polyphenol long recogn health promot entiti includ benefici effect cardiovascular diseas reput boost recent follow number encourag clinic studi multipl chronic patholog valid efficaci health benefit polyphenol link well establish power antioxid activ review aim provid comprehens up to d knowledg current therapeut statu polyphenol have suffici heed treatment cardiovascular diseas furthermor data safeti profil highli efficaci polyphenol investig enhanc role cardiac abnorm evid present support action phenol deriv cardiovascular patholog follow receptor signal pathway ultim caus chang endogen antioxid antiplatelet vasodilatori anti inflammatori activ addit vitro antioxid pre clin clinic experi anti inflammatori immunomodulatori attribut polyphenol reveal role cardioprotect agent howev obviou shortag vivo studi relat dose select toxic polyphenol make compound suitabl target clinic investig studi need develop safe potent herbal product cardiovascular diseas novelti review provid comprehens knowledg polyphenol safeti health claim help research identifi moieti like exert protect therapeut effect cardiovascular diseas
52;visual signal attract friend attract enemi bright color anther pollen gener thought attract pollin hypothes visual crypsi anther particularli pollen favor flower plant protect pollen collector reduc loss male gamet understand adapt strategi relat color pollen measur color pollen undehisc anther sac background corolla spectromet insect pollin flower speci natur commun hengduan mountain southwest china color anther pollen corolla divers speci color divers expos pollen significantli higher conceal pollen i e anther enclos shield corolla color contrast pollen corolla significantli smaller speci expos pollen conceal pollen unlik anther color expos pollen color tend match background corolla color phylogenet compar analysi show contrast effect pollen color pattern flower expos pollen conceal pollen reveal strategi hide pollen pollen thiev visual crypsi
25;childhood maltreat cm compris experi abus neglect childhood cm caus psycholog biolog alter affect individu human hardli explor cm consequ transmit directli biolog level gener here investig associ matern cm mitochondri bioenerget mitochondri respir intracellular mitochondri densiti immun cell mother compar newborn n healthi mother newborn dyad matern peripher blood mononuclear cell neonat umbil cord blood mononuclear cell collect cryopreserv shortli parturit measur mitochondri respir intracellular mitochondri densiti high resolut respirometri spectrophotometr analys respect matern cm assess childhood trauma questionnair matern neonat mitochondri bioenerget quantit compar posit correl femal newborn show higher mitochondri respir compar male newborn matern cm load significantli posit associ mitochondri respir densiti mother mitochondri respir newborn matern neonat mitochondri bioenerget posit correl matern cm small effect mitochondri densiti newborn signific studi adjust multipl comparison biolog relev find consequ child develop need investig futur larger studi studi report data mitochondri bioenerget healthi mother newborn dyad vari degre cm
47;biotroph fungu ustilago maydi caus smut diseas maiz zea may character immens plant tumour establish diseas reprogram organ primordia tumour u maydi deploy effector protein organ specif manner howev cellular contribut leaf tumour remain unknown investig leaf tumour format tissue cell type specif level cytolog metabolit analysi deploy understand cellular basi tumourigenesi laser captur microdissect perform gain cell type specif transcriptom u maydi tumour format vivo visual plant dna synthesi identifi bundl sheath cell origin hyperplas tumour cell mesophyl cell hypertroph tumour cell cell type specif transcriptom profil u maydi reveal tailor express fungal effector gene moreov u maydi see identifi cell type specif fungal effector requir induct cell cycl reactiv bundl sheath cell identif distinct cellular mechan differ leaf cell type see effector induct prolifer bundl sheath cell major step understand u maydis induc tumour format moreov cell type specif u maydi transcriptom data valuabl resourc scientif commun
104;paper analyz emerg stream research shed light institut factor shape entrepreneuri activ effect econom growth integr analysi span broad spectrum divers literatur enabl distinct differ research line field entrepreneurship find studi base articl journal includ web scienc databas facilit broader comprehens separ line research allow analysi interact institut entrepreneurship econom growth systemat literatur analysi year research reveal institut relat econom growth entrepreneurship open new research question institut factor conduc entrepreneurship turn spur econom growth thu understand complex relationship possibl sequenc use plan strategi public polici help advanc provid new insight research field complementari interdisciplinari
3;cdc recommend number mitig behavior prevent spread sars cov viru caus coronaviru diseas covid behavior includ cover nose mouth mask protect possibl infect public set person live outsid one s household ill household member maintain feet meter distanc person live outsid one s household keep oneself distant person ill wash hand soap water second or soap water avail use hand sanit contain alcohol age posit associ mask use known recommend mitig behavior monitor mitig behavior cours pandem inform target commun behavior modif strategi slow spread covid data foundat covid impact survey collect nation repres data report mitig behavior april jun adult unit state age year report use face mask increas april may reach june howev report mitig behavior e g hand wash social distanc avoid public crowd place declin margin remain unchang time point preval report mitig behavior lowest younger adult age year highest older adult age year lower engag mitig behavior younger adult reason increas incid confirm covid case group shown preced increas year find underscor need priorit clear target messag behavior modif intervent especi young adult encourag uptak support mainten recommend mitig behavior prevent spread covid
2;fine scal inform urban veget social ecolog relationship crucial inform urban plan ecolog research high spatial resolut imageri valuabl tool assess urban area howev urban ecolog remot sens larg focus citi temper zone goal character urban veget cover sub met m resolut aerial imageri identifi social ecolog relationship urban veget pattern tropic citi san juan metropolitan area puerto rico specif object map veget cover use sub met spatial resolut m imageri quantifi residenti non residenti veget investig relationship pattern urban veget vs socioeconom environment factor san juan metropolitan area green combin high spatial resolut imageri object bas classif highli success extract veget cover moist tropic citi accuraci addit simpl spatial pattern analysi allow separ residenti non residenti veget accuraci pattern residenti non residenti veget vari greatli citi socioeconom e g popul densiti build age detach home environment variabl e g topographi import explain variat veget cover spatial regress model howev import socioeconom driver citi temper zone incom home valu import san juan climat cultur differ tropic temper citi result differ social ecolog relationship studi provid novel inform local land use planner highlight valu high spatial resolut remot sens data advanc ecolog research urban plan tropic citi emphas need studi tropic citi
43;caus dispar biodivers region fundament question biogeographi ecolog evolutionari biolog evolutionari biogeograph process speciat extinct dispers directli determin speci rich pattern studi use integr phylogenet approach howev strikingli high rich east asia rel northern hemispher region remain poorli understood perspect here time test gener hypothes older colon time faster diversif rate explain pattern use plant tribe lysimachiea primulacea model system gener new time calibr phylogeni lysimachiea gene speci estim colon time diversif rate region test rel import factor explain region rich pattern time diversif rate explain rich pattern region lysimachiea instead new index combin factor explain global rich pattern group high east asian biodivers base result lysimachiea suggest high rich plant east asia explain combin older colon time faster diversif rate region
33;methotrex mtx effect immunosuppress anti canc agent associ effect includ nephrotox capsaicin compon hot chilli pepper induc rapid desensit trpv pain receptor use pain treatment capsaicin anti canc activ includ anti inflammatori properti thu capsaicin potenti prevent mtx induc nephrotox purpos research work observ protect effect capsaicin renal toxic caus methotrex mechan respons effect expect capsaicin nephroprotect effect mtx intox rat serum creatinin urea nitric oxid no renal malondialdehyd mda level decreas significantli concurr increas superoxid dismutas sod renal glutathion peroxidas gpx activ compar rat untreat nephrotox biochem analys confirm protect effect capsaicin conclud capsaicin provid protect mtx nephrotox rat anti inflammatori antioxid activ
71;cyclin depend kinas cdk inhibitor revolution treatment landscap hormon receptor posit hr human epiderm growth factor receptor neg her metastat breast cancer impress efficaci safeti profil cytopenia main advers event predict manag here report case cdk inhibitor induc vitiligo lik lesion vitiligo vitiligo lik lesion rare advers event case report literatur year old femal patient diagnos initi early stag right breast cancer hr her treat breast conserv surgeri follow chemotherapi radiotherapi hormon therapi year later develop metastat diseas hilar lymph node multipl skelet site includ left scapula left shoulder left iliac bone dorsal vertebra treat ribociclib letrozol treatment develop hypopig lesion involv hand feet face describ vitiligo lik lesion cdk inhibitor induc vitiligo rare unpredict advers event case report highlight rariti advers event dilemma relat optim treatment decis relat continu hold switch cdk inhibitor
37;postexposur prophylaxi pep hepat hepa vaccin immun globulin ig effect prevent infect hepat viru hav administ week exposur preexposur prophylaxi hav infect administr hepa vaccin ig provid protect unvaccin person travel work countri high intermedi hav endem advisori committe immun practic acip hepat vaccin work group conduct systemat review evid administ vaccin pep person age year review hepa vaccin efficaci safeti infant benefit protect hav intern travel februari acip recommend updat supersed previou acip recommend hepa vaccin pep intern travel current recommend includ hepa vaccin administ person age month pep addit hepa vaccin ig administ person age year depend provid s risk assess acip recommend hepa vaccin administ infant age month travel outsid unit state protect hav recommend travel rel dose infant age month count routin dose seri dosag ig updat applic ml kg hepa vaccin pep provid advantag ig includ induct activ immun longer durat protect eas administr greater accept avail
16;neg interact speci gener diverg select caus charact displac howev process caus similar diverg use spatial tempor replic island popul anoli lizard assess import neg interact drive trait shift previou work show establish anoli sagrei island drove resid anoli carolinensi perch higher evolv larger toepad test interact s causal predict resurvey subset island year later anoli sagrei establish island survey a carolinensi island perch higher larger toepad howev toepad morpholog chang island distinct shift island anoli commun composit chang thu presenc a sagrei partli explain a carolinensi trait variat space time a carolinensi island previous establish a sagrei perch higher decad ago current a carolinensi perch height correl a sagrei densiti result suggest charact displac like interact evolutionari process system tempor data key detect interact
82;healthcar profession certain psycholog characterist contribut increas qualiti profession perform studi effect human care commun burnout syndrom nurs person sampl includ total spanish nurs analyt instrument use health profession s human scale huma commun style inventori revis csi r brief burnout questionnair revis cbb r broad nurs profil differenti level human those score mean score optimist disposit open sociabl emot understand self efficaci affect largest group high score commun repertoir base verbal aggress impact indirectli effect human burnout mainli person impact compon observ relat human profil nurs staff job dissatisfact burnout compon that commun style verbal aggress questioning indirect effect relationship human profil job dissatisfact result relationship commun style burnout mediat effect commun style relationship human care burnout nurs personnel discuss
94;question probabilist opinion differ individu aggreg form group opinion controversi assumpt pretti common ground group bayesian represent group opinion uniqu probabl distribut madanski lehrer wagner mcconway journal american statist associ bordley manag scienc genest et al annal statist genest zidek statist scienc mongin journal econom theori clemen winkler risk analysi dietrich list herzberg theori decis argu assumpt order extend canon mathemat framework pool cover pool imprecis probabl ip employ set valu pool function gener common pool axiom accordingli proof concept ip construct satisfi number central pool axiom jointli satisfi standard pool recip pain trivial follow levi synthes argu ip model admit better philosoph motiv model ration consensu
58;human malign result overexpress constitut activ receptor non receptor tyrosin kinas ultim lead mediat key tumor driven pathway tyrosin kinas ie egfr fgfr pdgfr vegfr aberrantli activ common tumor includ leukemia glioblastoma gastrointestin stromal tumor non small cel lung cancer head neck cancer iclusig ponatinib previous known ap oral activ multi tyrosin kinas inhibitor current approv food drug administr patient chronic myeloid leukemia philadelphia chromosome posit acut lymphoblast leukemia specif target bcr abl gene mutat t i ponatinib s uniqu multi target characterist studi demonstr abil target import tyrosin kinas fgfr pdgfr src ret kit flt human malign review focus avail data ponatinib molecular target treatment variou cancer discuss broader potenti agent cancer indic
46;coronaviru diseas covid report wuhan china decemb spread global result confirm covid case worldwid march singapor adopt multiprong surveil strategi includ appli case definit medic consult trace contact patient laboratory confirm covid enhanc surveil differ patient group all patient pneumonia hospit patient intens care unit icu possibl infecti diseas primari care patient influenza lik ill death possibl infecti etiolog allow clinician discret i e option order test base clinic suspicion case definit met identifi covid patient contain measur includ patient isol quarantin activ monitor contact border control commun educ precaut perform minim diseas spread march total covid case identifi singapor report analyz covid patient singapor determin effect surveil contain measur covid patient classifi primari mean detect applic case definit contact trace identifi patient detect enhanc surveil identifi laboratori test base provid clinic discret effect measur assess calcul day move averag interv symptom onset isol hospit quarantin indic signific decreas trend local import covid case rapid identif isol case quarantin close contact activ monitor contact effect suppress expans outbreak implic countri experienc outbreak
96;late matur alpha amylas lma wheat genet defect caus synthesi high isoelectr point alpha amylas follow temperatur shock mid grain develop prolong cold grain develop lead starch degrad physiolog understood biochem mechan involv grain lma respons remain unclear appli high throughput proteom wheat flour display rang lma activ use array statist analys select lma respons biomark mine use suit tool applic wheat protein observ lma affect grain activ primari metabol glycolysi gluconeogenesi tca cycl dna rna bind mechan protein translat logic transit protein fold activ driven chaperon protein disulfid isomeras protein assembl dimeris complex secondari metabol mobil upregul phytohormon chemic defenc respons lma invok cellular structur includ ribosom microtubul chromatin final unsurprisingli lma express greatli impact grain storag protein starch carbohydr upregul alpha gliadin starch metabol lmw glutenin stachyos sucros udp galactos udp glucos downregul knowledg proteom studi tackl wheat lma issu largest plant bas proteom studi publish date logist technic requir bottleneck ambiti large scal high throughput proteom experi challeng associ big data analys discuss
48;radium ra prolong surviv improv qualiti life men metastat castration resist prostat cancer mcrpc bone howev compar mcrpc therapi use ra come uniqu challeng henc aim identifi ra util pattern real world condit factor predict treatment complet outcom retrospect chart analysi mcrpc patient identifi receiv ra outsid clinic trial access program januari octob cancer centr ontario main outcom studi ra complet rate reason earli treatment discontinu overal surviv surviv differ patient complet ra therapi versu patient receiv cycl ra addit patient diseas characterist analys identifi predictor treatment complet surviv cohort patient pretreat abirateron and or enzalutamid half receiv docetaxel ra complet rate actuari median surviv month main reason earli ra discontinu diseas progress ra non complet associ poorer outcom median surviv month versu month men complet ra p lymph node metastas high baselin prostate specif antigen psa independ predictor earli treatment discontinu multivari cox proport hazard model reveal earli ra discontinu baselin anemia high psa prior skeletal rel event viscer metastas refer centr ra therapi predictor wors outcom despit lower complet rate observ clinic trial condit real world result achiev ra encourag prospect valid predict patient diseas characterist identifi cohort instrument identifi mcrpc patient like complet benefit ra therapi
