47;994326;"effector;fungal protein;cell shape;cell differenti;cell type specif;cell differenti;tumour format;maiz zea may;cell divis;plant leav;cell prolifer;laser captur microdissect;ustilago maydi;endoredupl;chloroplast;plant tumor;zea may;metabol reprogram;ustilago;dna;cell wall;gene express regul plant"
3;491958;"pneumonia viral;covid;age factor;coronaviru infect;adolesc;young adult;adult;male;middl age;human;pandem;self report;unit state;health behavior;femal"
20;406726;"pseudarthrosi;fractur ununit;adolesc;child;human;fractur bone;femal;fractur fixat intern;clavicl"
78;626911;"unit kingdom;social support;social welfar;state medicin;human;primari health care"
58;372988;"cancer treatment;repurpos;ponatinib;ponatinib;neoplasm tumor oncolog includ cancer carcinogen;multikinas inhibitor;rc;multikinas inhibitor"
34;884192;"target codeliveri;combin therapi;atherosclerosi;sele protein human;endotheli cell;cell surviv;r;lipid;static electr;inflamm;curcumin;antiatherosclerosi;combin therapi;eselectin;atorvastatin calcium;liposom;intercellular adhes molecule;atorvastatin;particl size;drug synerg;medicin gener;antiatherosclerosi;cell death;mice knockout;ligand;chemokin ccl;curcumin;apolipoprotein e;interleukin;atorvastatin calcium;human;target codeliveri;anim"
48;467820;"metastat prostat cancer;radium;predict marker outcom;neoplasm tumor oncolog includ cancer carcinogen;rc;realworld"
16;666989;"anoli carolinensi;repeat;interfer;predict;anoli sagrei;lizard;island;behavior anim;toe;male;femal;charact displac;anim distribut;competit behavior;florida;biolog evolut;ecosystem;anim;habitat use;speci invas;interspecif competit"
37;745347;"preexposur prophylaxi;vaccin inactiv;child;center diseas control prevent;advisori committe;adolesc;hepat vaccin;unit state;immunoglobulin;infant;travel;young adult;adult;immun schedul;child preschool;immun;human;hepat;postexposur prophylaxi"
21;146385;"nitric oxid;salin;biomed life scienc;chlorophyl;photosynthesi;life scienc;oxid stress;sodium chlorid;stress physiolog;cell signal;nitroprussid;sodium;ecolog;indoleacet acid;osmot pressur;signal transduct;lettuc;agricultur;ethylen;plant growth regul;zeatin;auxin;forestri;plant scienc"
1;180896;"sweden;diet;survey questionnair;parent;accelerometri;bodi composit;bodi composit;exercis;bodi mass index;crosssect studi;cardiorespiratori fit;adult;ministop trial;cell phone;male;physic fit;femal;child preschool;bodi mass index;human;parent selfefficaci;self efficaci"
43;125788;"phylogeni;phylogeni;biogeographi;phylogeographi;biodivers;asia eastern;diversif rate;speci rich;lysimachiea;primulacea"
25;110380;"leukocyt mononuclear;child abus;matern inherit;pregnanc;mitochondria;mitochondria;childhood maltreat;energi metabol;infant;immun cell;young adult;intracellular densiti;adult;male;human;mother;femal;bioenerget"
96;857103;"big data;starch;lma;data mine;statist;latematur alphaamylas;proteom;largescal highthroughput workflow;circo plot;bottomup shotgun proteom;commun resourc;seed;triticum;alphaamylas;uridin diphosph;lcmsm;triticum aestivum"
13;820267;"mucos melanoma;neoplasm tumor oncolog includ cancer carcinogen;multidisciplinari;head neck;rc"
7;582467;"cardiovascular diseas;therapeut pharmacolog;antioxid;rm;polyphenol;clinic trial;cardioton agent;cardiovascular diseas;human;polyphenol;cardioprotect"
33;226104;"oxid stress;methotrex;diseas model anim;capsaicin;rat spraguedawley;antioxid;kidney;kidney diseas;male;inflamm mediat;anim;antiinflammatori agent"
71;962043;"breast cancer;vitiligolik;cdk inhibitor;rl;ribociclib;dermatolog;cdk inhibitor;vitiligo;skin advers event"
18;625167;"europ;welfar state;health statu dispar;immigr;social welfar;male;human;socioeconom factor;femal;minor health;health inequ"
94;928111;"logic;pool;consensu;philosophi;social epistemolog;imprecis probabl;sc;aggreg"
2;777640;"puerto rico;tropic citi;airborn imageri;residenti veget;citi;land use plan;urban ecolog;objectbas classif;socialecolog relationship;remot sens technolog;green infrastructur;socioeconom factor;garden;resid characterist"
101;625327;"function divers;anthropogen disturb;tropic climat;land use;tree;malaysia;soil;plant leav;nitrogen isotop;borneo;forest;tropic rainforest;carbon isotop;function trait;ecosystem;varianc partit;nitrogen;biodivers;rao q;carbon"
32;923201;"carbon footprint;surgic instrument;dispos equip;speculum;reusabl;human;steril;dispos;reprocess;steril;carbon footprint;life cycl assess"
61;702057;"commun;human;research personnel;qh;stakehold particip;biolog gener"
12;269723;"adapt biolog;biolog evolut;skeleton;fossil;anim;behavior anim;mammal;locomot"
31;830172;"suppli chain;regul;corpor social respons;disclosur;qualiti life research;busi manag gener;philosophi;manag;educ;ethic;busi ethic"
24;820193;"foxp;mir p;hsa circ;progress;neoplasm tumor oncolog includ cancer carcinogen;foxp;hsa ciingrc;nsclc;mir p;rc;nsclc"
52;140479;"pollen theft;flower;linear model;spectral reflect;subalpin commun;color;princip compon analysi;speci specif;phylogeni;color differ;flower color;pollen color;pigment;conflict select;pollen"
15;837289;"ecolog;life scienc;phytolith;plant physiolog;si bioavail;ph;soil scienc conserv;biomed life scienc;plant scienc;biochar;soil buffer capac"
91;87540;"medicin;unit kingdom;covid;minor group;postacut covid syndrom;scienc;qualit research;human;ethnic"
438;483653;"genet popul;gene express regul plant;popul structur;homeologuespecif express;tetraploidi;geographi;genet variat;sequenc homolog amino acid;duplic;polyploid;capsella;polymorph singl nucleotid;genom plant;neutral drift"
77;290701;"quantum field;quantum thermodynam;grqc;gravit wave;quantum machin;fluctuat relat;quantph"
101;625327;"function divers;anthropogen disturb;tropic climat;land use;tree;malaysia;soil;plant leav;nitrogen isotop;borneo;forest;tropic rainforest;carbon isotop;function trait;ecosystem;varianc partit;nitrogen;biodivers;rao q;carbon"
407;482940;"rc;mapk;neoplasm tumor oncolog includ cancer carcinogen;mir;mapk;circ;tc;tc;mir"
295;470619;"r;medicin gener;care prefer;elderli patient;primari famili caregiv;endoflif;consist"
78;64030;"social welfar;social support;state medicin;human;primari health care;unit kingdom"
213;806278;"adult;prognost;echocardiographi;ventricular fibril;arrhythmia;outofhospit cardiac arrest;human;postresuscit care;sudden cardiac arrest;cardiopulmonari resuscit;systemat review topic;cardiopulmonari arrest;emerg medic servic;cardiopulmonari resuscit emerg cardiac care;postcardiac arrest care;consensu;aha scientif statement"
442;433401;"modifi risk factor;prison environ;femal;prison;mexico;adult;human;time factor;noncommunic diseas;health statu;chronic diseas;mexico citi;prison;middl age;crosssect studi;risk factor;noncommunic chronic diseas;male;preval;prison;young adult"
301;925363;"isosteviol;femal;cell surviv;cholinerg agonist;glucotox;ins cell;anim;hypoglycem agent;glucos;osmolar concentr;fatti acid nonesterifi;insulin secret;diabet mellitu type;mice;insulin secret;glucotox;aminoacidotox;carbachol;leucin;insulin secret;diterpen kauran;steviol glycosid;palmit acid;protect agent;mous pancreat islet;isosteviol;steviol glycosid;mous pancreat islet;insulinsecret cell;tissu cultur techniqu;aminoacidotox;lipotox;lipotox;cell line tumor;glucagonlik peptid;insulin"
440;5657;"adult;mirn microrna human;cell movement;long noncod rna linc human;male;age;cell prolifer;human;rna long noncod;middl age;prostat neoplasm;cell cultur;rab gtpbind protein;rab protein human;microrna;age"
23;77040;"impair glucos toler;breast cancer;nippletumor distanc;sentinel lymph node metastasi;predict factor;neoplasm tumor oncolog includ cancer carcinogen;nippl tumor distanc;rc"
283;930344;"srcfak signal pathway;mice nude;silicon dioxid;anim;signal transduct;matrix metalloproteinas;polyethylen glycol;focal adhes kinas;human;hela cell;xenograft model antitumor assay;metastasi inhibit;antineoplast agent;mmp;surviv curv;nanoparticl;cupric sulfid;cell movement;phototherm nanoparticl;ptk protein human;male;copper;matrix metalloproteinas"
30;583904;"plant root forag;plantplant interact;soil;plant behaviour;helianthu;nutrient forag;plant root;nutrient;forag"
1;999867;"sweden;exercis;femal;ministop trial;child preschool;cell phone;bodi mass index;adult;physic fit;human;accelerometri;cardiorespiratori fit;survey questionnair;bodi mass index;parent selfefficaci;crosssect studi;parent;bodi composit;bodi composit;diet;male;self efficaci"
34;884192;"target codeliveri;combin therapi;atherosclerosi;sele protein human;endotheli cell;cell surviv;r;lipid;static electr;inflamm;curcumin;antiatherosclerosi;combin therapi;eselectin;atorvastatin calcium;liposom;intercellular adhes molecule;atorvastatin;particl size;drug synerg;medicin gener;antiatherosclerosi;cell death;mice knockout;ligand;chemokin ccl;curcumin;apolipoprotein e;interleukin;atorvastatin calcium;human;target codeliveri;anim"
263;233644;"pandem;coronaviru infect;model statist;sarscov;new york citi;china;communic diseas control;human;covid;pneumonia viral;nonpharmaceut intervent;itali;betacoronaviru;model"
