9;"adolesc;women;risk factor;human;gonorrhea;incid;syphili;epidemiolog;popul surveil;age distribut;middl age;retrospect studi;sexual transmit diseas;aid;young adult;male;florida;hiv;sexual behavior;sexual transmit infect;femal;north america;chlamydia infect;hiv incid;sexual partner;prevent;adult;syphili;hiv infect;chlamydia;gonorrhoea"
13;"muscl strength;pull;biomechan phenomena;human;hand strength;stabil;isometr contract;young adult;male;equip design;femal;man machin system;wrist joint;push;ergonom;adult;handl;weight bear;equip failur analysi;grip"
18;"adolesc;human;african american women;discrimin;urban popul;young adult;femal;black african american;prejudic;depress;michigan;social class;survey questionnair;depress symptom;adult;stress psycholog;social support;unit state;child preschool"
19;"risk tak;femal;adolesc;adult;alcohol drink;social stigma;tanzania;model statist;middl age;human;young adult;survey questionnair;male;age"
45;"withhold treatment;oxytocics advers effect;cesarean section;cardiotocographi;human;labor stage third physiolog;intent treat analysi;fetal distress;chorioamnion;random control trial topic;administr intraven;young adult;femal;oxytocin administr dosag;oxytoc;cesarean section statist numer data;oxytocics administr dosag;oxytocin advers effect;oxytocin;chorioamnionitis etiolog;fetal distress prevent control;pregnanc;adult;labor induc;labor stage"
48;"microsom;genet vector;protein process post transl;golgi apparatu;membran glycoprotein;transcript genet;murin hepat viru;anim;mutat;recombin fusion protein;intracellular membran;cell line;amino acid sequenc;viral envelop protein;protein biosynthesi;molecular sequenc data"
50;"time factor;disease fre surviv;esophag stenosi;human;incid;total laryngectomi;south carolina;middl age;retrospect studi;deglutit;sever ill index;male;head neck cancer;age;femal;laryngectomi;prognosi;follow up studi;radiat therapi;head neck neoplasm;esophag dysfunct;neoplasm stage;surviv rate"
53;"correl sourc background;object prior;count experi;bayesian infer;particl physic"
56;"oxid stress;macular degener;nf e rel factor;protein process post transl;anim;retina;human;model biolog;ubiquitin"
58;"ltr circl;polymeras chain reaction;real tim pcr;viru replic;hiv;alu ltr real tim pcr;ltr circl;rna viral;human;revers transcript;cell line"
66;"methamphetamin;brain;oxid stress;nerv degener;anim;human;central nervou stimul;neuron"
70;"leishmania;drug develop;plasmodium;anim;trypanosoma;nutrient uptak;protozoan protein;glucos transport;inhibitor glucos transport;glucos transport protein facilit;model biolog;parasit protozoa"
80;"granulopoiesi;phagocyt;transcript factor;gene express;phagocyt;human;myelopoiesi;monocyt;neutrophil activ;granulocyt;neutrophil;anim;macrophag;apoptosi;system biolog;phagocytosi;system biolog;cell differenti;neutrophil;chemotaxi"
81;"focu group;homosexu male;femal;adult;interperson relat;psycholog;health care;haart;sexual behavior;human;antiretrovir therapi highli activ;male;attitud death;hiv;hiv seroposit;hiv proteas inhibitor;psychosoci"
87;"alcohol intox;risk tak;femal;adolesc;adult;alcohol drink;alcohol;sex characterist;new york citi;young adult;sexual behavior;human;unsaf sex;recreat;risk;young adult;male;preval"
95;"attitud;human;pilot project;genet test;hispan latino;heart diseas;qualiti life;emot;middl age;self report theme;defibril implant;male;dominican;cardiac genet;dominican republ;femal;black african american;guilt;activ daili live;mutat;survey questionnair;health;adult;fear;new york;qualiti life"
100;"obstetr labor complic;femal;black african american;pregnanc;prejudic;stress;pregnanc complic;stress psycholog;african american;racism;pregnanc;human;birth outcom"
101;"tissu array analysi;human;age;cell line tumor;birc protein human;cell nucleu;middl age;age;femal;cytoplasm;survivin;neoplasm protein;biomark tumor;prognosi;breast neoplasm;regress analysi;adult;inhibitor apoptosi protein;microtubule associ protein"
103;"model nurs;interperson relat;geriatr nurs;human;patient cent care;popul growth;philosophi nurs;nurs assist;health servic need demand;long term care;mississippi;psychiatr nurs;organiz innov;interior design furnish;nurs home;decis make organiz;nurs evalu research;nurs s role;organiz cultur;holist health;age;qualiti life"
105;"erbb protein human;algorithm;microscopi;breast cancer;human;computer aid immunohistochemistri;immunohistochemistri;biomark;linear model;cell nucleu;imag interpret computer assist;reproduc result;femal;receptor erbb;patholog;biomark tumor;breast neoplasm;diagnosi computer assist;roc curv;her neu;digit microscopi;observ variat;autom"
