1;504331;"medicin;metaanalysi;public;prospect;mental;studi;countri;review;health;longitudin;systemat;occup;temporari;ra;anxieti;health;job;develop;depress;employ;employ;longitudin;mental;precari;studi;human;aspect;insecur"
2;154005;"physic;trial;self;sweden;composit;selfefficaci;mass;survey;male;bodi;femal;accelerometri;ministop;diet;index;bodi;cardiorespiratori;parent;cell;composit;fit;questionnair;preschool;parent;exercis;child;efficaci;crosssect;fit;phone;adult;studi;human;mass;index"
3;215717;"infrastructur;plan;rico;citi;remot;use;socialecolog;citi;sens;puerto;resid;airborn;ecolog;characterist;tropic;land;relationship;green;factor;residenti;garden;objectbas;classif;veget;socioeconom;technolog;urban;imageri"
4;222010;"unit;self;behavior;age;pneumonia;age;adolesc;health;viral;male;middl;femal;coronaviru;pandem;report;factor;covid;infect;state;adult;human;young"
6;583275;"cancer;nrf;glycolysi;liver;hepg;metformin"
8;414254;"diseas;cardiovascular;antioxid;agent;therapeut;clinic;human;polyphenol;cardioton;pharmacolog;cardioprotect;cardiovascular;trial;rm;polyphenol;diseas"
9;867706;"dynein;hek;group;dendrit;migrat;fak;adhes;microenviron;dynein;cell;cell;neuron;acceptor;movement;phosphat;adhes;adhes;cell;cellular;ip k;focal;inositol;focal;hexakisphosph;brain;cytoplasm;kinas;human;phosphotransferas"
13;560849;"anim;evolut;adapt;skeleton;anim;mammal;behavior;fossil;biolog;locomot"
14;479479;"tumor;cancer;oncolog;melanoma;multidisciplinari;includ;mucos;head;carcinogen;rc;neck;neoplasm"
16;692760;"biomed;biochar;si;scienc;bioavail;buffer;scienc;soil;plant;phytolith;ph;physiolog;ecolog;life;conserv;capac"
17;879238;"anim;habitat;behavior;interfer;anoli;interspecif;charact;biolog;use;toe;competit;florida;male;carolinensi;femal;ecosystem;displac;competit;island;predict;distribut;anim;evolut;invas;repeat;speci;sagrei;lizard"
19;109898;"statu;inequ;dispar;europ;minor;socioeconom;immigr;welfar;human;health;welfar;state;male;factor;femal;health;social"
21;949797;"child;intern;ununit;fixat;adolesc;fractur;human;pseudarthrosi;bone;fractur;femal;clavicl"
22;778263;"chlorophyl;biomed;signal;stress;plant;nitric;oxid;pressur;signal;salin;oxid;zeatin;life;acid;sodium;ethylen;osmot;nitroprussid;chlorid;agricultur;cell;forestri;lettuc;indoleacet;growth;transduct;photosynthesi;regul;scienc;physiolog;ecolog;auxin"
24;293030;"cancer;sentinel;rc;tumor;oncolog;toler;breast;nippletumor;impair;nippl;tumor;includ;node;metastasi;neoplasm;distanc;lymph;predict;carcinogen;glucos;factor"
25;53320;"oncolog;tumor;cancer;hsa ciingrc;foxp;includ;nsclc;mir p;hsa circ;foxp;carcinogen;rc;mir p;nsclc;neoplasm;progress"
26;876284;"densiti;pregnanc;childhood;abus;inherit;mononuclear;immun;matern;male;femal;intracellular;maltreat;mitochondria;bioenerget;leukocyt;energi;infant;child;metabol;cell;adult;human;mitochondria;mother;young"
34;566471;"methotrex;mediat;anim;capsaicin;antiinflammatori;agent;anim;spraguedawley;model;oxid;diseas;stress;male;rat;diseas;kidney;antioxid;inflamm"
44;406773;"phylogeni;phylogeographi;biodivers;lysimachiea;speci;primulacea;rich;phylogeni;diversif;asia;rate;eastern;biogeographi"
47;639176;"covid;surveil;coronaviru;infect;adult;human;diseas;viral;male;middl;singapor;femal;age;pneumonia;outbreak;popul"
59;832816;"tumor;oncolog;cancer;treatment;includ;repurpos;inhibitor;ponatinib;carcinogen;rc;multikinas;neoplasm;multikinas;ponatinib"
62;994777;"human;particip;stakehold;biolog;commun;research;gener;personnel;qh"
90;1086;"bgc;argo;backscatt;bbp;opric;particl"
93;653046;"type;death;cytokin;oxygen;consumpt;nitric;oxid;cell;cytokin;iv;capsul;alarmin;tissu;necrosi;islet;necrosi;apoptosi;extracellular;microspher;immobil;laminin;islet;collagen;oligopeptid;arginylglycylaspart;cell;langerhan;surviv;matrix;energi;algin;matrix;metabol;apoptosi;human;acid;prolylaspartylserylglycylarginin;extracellular"
102;561343;"disturb;leav;biodivers;borneo;varianc;trait;carbon;soil;plant;carbon;nitrogen;forest;use;tropic;partit;rainforest;ecosystem;divers;tropic;land;anthropogen;rao;function;climat;malaysia;isotop;tree;nitrogen"
1;512143;"studi;temporari;countri;employ;longitudin;studi;job;depress;health;review;health;mental;medicin;human;mental;prospect;public;occup;develop;aspect;ra;employ;longitudin;systemat;precari;metaanalysi;anxieti;insecur"
2;821427;"composit;studi;self;survey;bodi;mass;efficaci;parent;physic;adult;exercis;crosssect;questionnair;accelerometri;fit;ministop;index;male;index;selfefficaci;composit;cell;cardiorespiratori;preschool;human;parent;mass;trial;child;phone;fit;femal;bodi;diet;sweden"
3;375727;"infrastructur;airborn;rico;classif;imageri;citi;tropic;land;plan;remot;socialecolog;ecolog;socioeconom;green;resid;use;sens;relationship;technolog;characterist;garden;veget;factor;residenti;urban;objectbas;citi;puerto"
4;42843;"pneumonia;state;self;age;pandem;health;adult;unit;male;infect;report;adolesc;covid;human;factor;young;coronaviru;viral;middl;age;femal;behavior"
6;470709;"liver;glycolysi;nrf;metformin;cancer;hepg"
8;327233;"cardiovascular;diseas;trial;diseas;antioxid;cardioton;cardioprotect;polyphenol;polyphenol;cardiovascular;rm;pharmacolog;clinic;human;agent;therapeut"
9;547352;"dynein;migrat;inositol;microenviron;cellular;adhes;fak;phosphotransferas;neuron;focal;group;adhes;hek;ip k;cell;kinas;adhes;hexakisphosph;focal;human;movement;dendrit;phosphat;acceptor;cytoplasm;cell;dynein;brain;cell"
13;689145;"locomot;skeleton;mammal;anim;biolog;behavior;adapt;fossil;anim;evolut"
14;751942;"rc;tumor;neoplasm;melanoma;multidisciplinari;includ;cancer;mucos;oncolog;neck;carcinogen;head"
16;930330;"ecolog;capac;biochar;scienc;phytolith;si;ph;soil;biomed;plant;physiolog;life;buffer;bioavail;scienc;conserv"
17;560521;"displac;competit;carolinensi;sagrei;interspecif;anim;repeat;anoli;invas;predict;male;evolut;toe;habitat;distribut;use;island;lizard;competit;interfer;speci;anim;biolog;behavior;femal;florida;ecosystem;charact"
19;132425;"dispar;minor;welfar;europ;health;state;inequ;femal;statu;social;socioeconom;human;male;health;factor;welfar;immigr"
21;63061;"child;clavicl;bone;femal;fractur;adolesc;fixat;human;fractur;ununit;intern;pseudarthrosi"
22;998882;"ecolog;chlorophyl;ethylen;biomed;oxid;photosynthesi;stress;acid;signal;agricultur;nitric;life;salin;nitroprussid;regul;physiolog;indoleacet;osmot;chlorid;auxin;cell;signal;lettuc;growth;oxid;plant;transduct;scienc;zeatin;pressur;forestri;sodium"
24;911215;"lymph;nippletumor;cancer;tumor;impair;nippl;neoplasm;toler;distanc;carcinogen;factor;sentinel;tumor;glucos;includ;oncolog;breast;node;rc;predict;metastasi"
25;973490;"carcinogen;mir p;foxp;progress;rc;tumor;neoplasm;nsclc;hsa ciingrc;hsa circ;includ;cancer;oncolog;mir p;foxp;nsclc"
26;33050;"maltreat;mitochondria;energi;mother;densiti;abus;metabol;adult;inherit;mitochondria;male;intracellular;matern;bioenerget;immun;human;childhood;young;child;mononuclear;cell;infant;femal;leukocyt;pregnanc"
31;713687;"nutrient;plantplant;forag;interact;soil;root;plant;helianthu;plant;behaviour;root;nutrient"
34;849006;"diseas;mediat;diseas;antiinflammatori;kidney;methotrex;anim;spraguedawley;model;oxid;antioxid;stress;male;agent;rat;capsaicin;anim;inflamm"
